IMEI,Device Name,Pick Time,EW,Longitude,NS,Latitude,Speed,Course,Altitude,Temperature,Voltage,Activity,Satellites,HDOP,VDOP,Precision Grade,Validity,Transmission Time,Channel
073587748,HQC6259 Button,2025-08-09 08:22:43,W,-9.9932700,N,54.2538700,1.60,0.0,28.00,27.04,3.59,10101,5,9.4,6.2,D,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-08 17:01:10,W,-9.9930800,N,54.2536100,0.00,0.0,24.00,27.49,3.56,1893,10,1.3,2.1,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-08 14:00:28,W,-9.9933100,N,54.2538700,0.00,0.0,33.00,32.07,3.65,1512,10,1.3,1.6,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-08 13:00:34,W,-9.9923100,N,54.2538600,0.00,0.0,31.00,34.22,3.63,1011,12,1.0,1.2,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-08 12:10:25,W,-9.9915500,N,54.2529900,0.00,0.0,34.00,30.81,3.57,1824,12,1.2,1.6,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-08 09:53:11,W,-9.9918300,N,54.2527200,0.00,0.0,32.00,26.37,3.59,9230,6,1.4,1.7,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 18:22:05,W,-9.9917900,N,54.2531000,0.00,0.0,31.00,28.75,3.61,1997,12,0.8,0.9,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 16:01:00,W,-9.9917500,N,54.2532300,0.00,0.0,28.00,30.54,3.56,610,11,1.0,1.0,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 15:00:27,W,-9.9917200,N,54.2531700,0.00,0.0,6.00,31.68,3.55,543,6,1.3,1.9,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 14:00:29,W,-9.9915100,N,54.2530100,0.00,96.0,32.00,37.13,3.57,164,6,1.3,2.2,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 13:47:35,W,-9.9914300,N,54.2529300,0.00,0.0,31.00,32.89,3.62,1628,6,1.5,1.9,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 11:17:41,W,-9.9916700,N,54.2525700,0.00,0.0,30.00,32.27,3.66,789,8,1.2,1.9,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 09:56:30,W,-9.9916800,N,54.2525800,0.00,0.0,32.00,26.62,3.63,1443,8,1.2,2.0,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 08:27:50,W,-9.9917500,N,54.2523900,0.00,0.0,31.00,23.02,3.57,1629,12,1.1,1.3,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-07 00:37:35,W,-9.9915800,N,54.2521600,0.00,0.0,21.00,21.86,3.55,1204,7,3.2,4.7,B,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-06 20:20:41,W,-9.9915800,N,54.2521700,0.00,0.0,28.00,22.88,3.58,841,7,1.1,2.2,A,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-06 19:00:27,W,-9.9914300,N,54.2518400,0.00,0.0,30.00,22.46,3.66,837,7,2.3,1.8,B,Yes,2025-09-03 14:02:51,GPRS
073587748,HQC6259 Button,2025-08-06 18:00:27,W,-9.9915900,N,54.2518900,0.00,0.0,32.00,25.10,3.69,342,9,1.7,1.7,B,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 17:00:56,W,-9.9915600,N,54.2519200,0.00,0.0,27.00,25.96,3.72,277,10,1.2,1.7,A,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 16:00:28,W,-9.9915300,N,54.2519400,0.00,0.0,31.00,28.14,3.74,415,6,2.0,1.9,B,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 15:00:34,W,-9.9916200,N,54.2519200,0.00,0.0,29.00,24.50,3.74,322,8,1.3,1.8,A,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 14:01:06,W,-9.9916200,N,54.2519100,0.00,0.0,29.00,25.47,3.76,205,8,1.2,2.1,A,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 13:00:26,W,-9.9916300,N,54.2519000,0.00,0.0,27.00,21.27,3.82,3534,7,1.7,1.7,B,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 12:00:28,W,-9.9920300,N,54.2520000,2.20,121.0,29.00,27.21,3.83,527,7,1.2,1.8,A,Yes,2025-08-06 18:01:26,GPRS
073587748,HQC6259 Button,2025-08-06 11:37:41,W,-9.9921300,N,54.2520600,0.00,0.0,31.00,23.68,3.82,1,7,1.1,1.8,A,Yes,2025-08-06 11:38:27,GPRS
073587748,HQC6259 Button,2025-08-06 11:00:27,W,-9.9923100,N,54.2521800,0.00,0.0,15.00,35.13,3.84,8,6,1.9,1.8,B,Yes,2025-08-06 11:00:40,GPRS
073587748,HQC6259 Button,2025-08-06 10:01:00,W,-9.9922100,N,54.2520400,0.00,0.0,27.00,25.26,3.85,88,9,0.8,1.2,A,Yes,2025-08-06 10:02:48,GPRS
073587748,HQC6259 Button,2025-08-06 09:00:35,W,-9.9920300,N,54.2518500,0.00,0.0,8.00,20.53,3.88,255,4,3.3,3.5,B,Yes,2025-08-06 09:02:24,GPRS
073587748,HQC6259 Button,2025-08-06 08:00:41,W,-10.0104400,N,54.2660500,0.00,0.0,41.00,21.87,3.89,3,4,3.2,4.6,B,Yes,2025-08-06 08:00:55,GPRS
073587748,HQC6259 Button,2025-08-06 07:00:27,W,-10.0104800,N,54.2660800,0.00,0.0,48.00,17.37,3.88,0,4,3.6,3.0,C,Yes,2025-08-06 07:00:40,GPRS
073587748,HQC6259 Button,2025-08-06 06:00:28,W,-10.0104500,N,54.2660700,0.00,0.0,46.00,14.01,3.88,0,10,1.5,1.4,A,Yes,2025-08-06 06:00:40,GPRS
073587748,HQC6259 Button,2025-08-06 05:00:27,W,-10.0105100,N,54.2660800,0.00,0.0,46.00,10.89,3.89,1,12,1.0,1.4,A,Yes,2025-08-06 05:00:40,GPRS
073587748,HQC6259 Button,2025-08-06 04:00:55,W,-10.0104900,N,54.2660900,0.00,0.0,51.00,12.30,3.92,2,12,0.8,1.1,A,Yes,2025-08-06 04:01:07,GPRS
073587748,HQC6259 Button,2025-08-06 03:00:26,W,-10.0103700,N,54.2660500,0.00,0.0,50.00,12.92,3.90,1,8,2.6,2.0,B,Yes,2025-08-06 03:00:40,GPRS
073587748,HQC6259 Button,2025-08-06 02:00:27,W,-10.0104900,N,54.2660600,0.00,0.0,42.00,13.28,3.92,0,10,1.2,1.8,A,Yes,2025-08-06 02:00:41,GPRS
073587748,HQC6259 Button,2025-08-06 01:00:56,W,-10.0104600,N,54.2660600,0.00,0.0,49.00,13.31,3.93,1,12,0.8,1.2,A,Yes,2025-08-06 01:01:10,GPRS
073587748,HQC6259 Button,2025-08-06 00:00:27,W,-10.0105500,N,54.2661200,0.00,0.0,24.00,13.54,3.94,0,6,1.4,1.6,A,Yes,2025-08-06 00:00:40,GPRS
073587748,HQC6259 Button,2025-08-05 23:00:59,W,-10.0104800,N,54.2660700,0.00,0.0,45.00,13.45,3.94,0,9,1.1,1.6,A,Yes,2025-08-05 23:01:13,GPRS
073587748,HQC6259 Button,2025-08-05 22:00:41,W,-10.0104800,N,54.2660100,0.00,0.0,40.00,14.58,3.95,0,4,2.3,3.7,B,Yes,2025-08-05 22:00:54,GPRS
073587748,HQC6259 Button,2025-08-05 21:00:27,W,-10.0102800,N,54.2659500,0.00,0.0,24.00,14.89,3.96,2,4,1.6,1.6,A,Yes,2025-08-05 21:00:40,GPRS
073587748,HQC6259 Button,2025-08-05 20:00:27,W,-10.0103800,N,54.2659600,0.00,0.0,28.00,17.18,3.97,0,11,1.0,1.3,A,Yes,2025-08-05 20:00:40,GPRS
073587748,HQC6259 Button,2025-08-05 19:00:25,W,-10.0103600,N,54.2659900,0.00,0.0,38.00,20.12,3.98,1,7,1.3,1.9,A,Yes,2025-08-05 19:01:42,GPRS
073587748,HQC6259 Button,2025-08-05 18:00:55,W,-10.0105000,N,54.2660600,0.00,0.0,44.00,23.60,3.99,1,12,0.6,0.9,A,Yes,2025-08-05 18:01:09,GPRS
073587748,HQC6259 Button,2025-08-05 17:00:32,W,-10.0103000,N,54.2659700,0.00,0.0,47.00,27.85,4.00,221,5,2.8,3.9,B,Yes,2025-08-05 17:00:49,GPRS
073587748,HQC6259 Button,2025-08-05 16:00:29,W,-9.9934100,N,54.2524400,0.00,0.0,17.00,28.06,4.02,11,7,1.6,1.5,A,Yes,2025-08-05 16:01:44,GPRS
